Id,Label,authid,TopRank,University,Country,pub_2023,pub_cit_2023,tot_citations,curYear_citations,prevYear_citations,tourism,tourism_marketing,tourism_management,tourism_economics,destination_marketing,Hotel_and_Tourism_management,tourist_behavior,tourism_impacts,sustainable_tourism
820,Dr. Neethiahnanthan Ari Ragavan,820,1,"Executive Dean, Faculty of Social Sciences and Leisure Management",,4,9,1409,228,257,1,0,0,0,0,0,0,0,0
821,Sven Kuenzel,821,1,University of Greenwich,,0,0,1409,72,112,1,0,0,0,0,0,0,0,0
822,吳忠宏 (Dr. Homer C. Wu),822,1,"Professor, National Taichung University of Education, Taiwan",,0,0,1407,204,263,1,0,0,0,0,0,0,0,1
823,Shanshan(Vera) LIN,823,1,"Associate Professor, School of Management, Zhejiang University",,0,0,1402,166,241,1,0,0,1,0,0,0,0,0
824,"Mauricio Carvache-Franco, Ph.D",824,1,Researcher at Universidad Espíritu Santo - Ecuador,,15,32,1402,387,432,1,1,0,0,0,0,0,0,0
825,Kevin Griffin,825,1,Lecturer in Tourism,,2,0,1398,128,215,1,0,0,0,0,0,0,0,1
826,María José VIÑALS,826,1,Universitat Politècnica de València,,1,0,1396,53,104,1,0,0,0,0,0,0,0,0
827,Jian Ming Luo,827,1,Macau University of Science and Technology,,10,7,1393,408,417,1,0,0,0,0,0,0,0,0
828,Rohit Trivedi,828,1,Associate Professor Strategic Marketing at University of Bradford,,0,0,1384,288,310,1,0,0,0,0,0,0,0,0
829,Jason Stienmetz,829,1,MODUL University Vienna,,1,13,1383,395,456,1,0,1,0,0,0,0,0,0
830,Mariusz Rzętała,830,1,"University of Silesia, Institute of Earth Sciences",,1,1,1372,79,95,1,0,0,0,0,0,0,0,0
831,Khalid Ibrahim Al-Sulaiti,831,1,"Full Professor of Marketing , Al Rayyan International University College, Derby University …",,9,86,1371,227,284,1,0,0,0,0,0,0,0,0
832,Professor Kan Tsui,832,1,University of Southern Queensland,,6,2,1370,257,291,1,0,0,0,0,0,0,0,0
833,Dr. Sarath Divisekera,833,1,"Associate Professor, Victoria University",,0,0,1369,120,129,1,0,0,0,0,0,0,0,0
834,Dr Abdullah Sarwar,834,1,"Multimedia University, Cyberjaya, Malaysia",,5,0,1365,186,232,1,1,0,0,0,0,0,0,0
835,Nina M. Pestereva,835,1,Russian Academy of National Economy and Public Administration under the President of the …,,1,0,1364,12,29,1,0,0,0,0,0,0,0,0
836,Joanne Yu,836,1,"Assistant Professor, City University of Macau",,2,0,1363,493,478,1,0,0,0,0,0,0,0,0
837,Matthew Curnock,837,1,CSIRO,,2,0,1361,155,224,1,0,0,0,0,0,0,0,0
838,Yahaya Ibrahim,838,1,Universiti Kebangsaan Malaysia,,0,0,1360,97,168,1,0,0,0,0,0,0,0,0
839,Estefanía Hernández-Fernaud,839,1,Universidad de La Laguna,,0,0,1359,77,144,1,0,0,0,0,0,0,0,0
840,KHAIRIL WAHIDIN AWANG,840,1,"Professor of Tourism, Universiti Malaysia Kelantan",,2,1,1354,110,158,1,0,0,0,0,0,0,0,1
841,Sundring Pantja Djati,841,1,"Profesor, Sekolah Tinggi Pariwisata Trisakti",,18,8,1354,151,274,1,0,0,0,0,0,0,0,0
842,Mehmet Emin İnal,842,1,,,0,0,1351,46,96,1,1,0,0,0,0,0,0,0
843,Eva Tuckyta Sari Sujatna,843,1,"Department of Linguistics, Universitas Padjadjaran",,6,1,1351,364,622,1,0,0,0,0,0,0,0,0
844,Julia Nina Albrecht,844,1,"Associate Professor, University of Otago",,7,28,1351,193,226,1,0,0,0,0,0,0,0,1
845,Magnus Luiz Emmendoerfer,845,1,Universidade Federal de Viçosa - UFV,,24,9,1350,181,221,1,0,0,0,0,0,0,0,0
846,Anber mohammad,846,1,"Professor, University of Petra",,29,46,1349,483,213,1,1,0,0,0,0,0,0,0
847,Pablo Juan Cárdenas-García,847,1,Associate Professor of Applied Economics. University of Jaen,,6,3,1348,180,227,1,0,0,1,0,0,0,0,0
848,Jorge Andraz,848,1,"University of Algarve - Faculty of Economics, CEFAGE-UAlg",,2,7,1348,73,95,1,0,0,0,0,0,0,0,0
849,Sri Subanti,849,1,Universitas Sebelas Maret,,15,1,1347,219,293,1,0,0,0,0,0,0,0,0
850,Stella Kladou,850,1,Hellenic Mediterranean University,,2,0,1347,147,240,1,0,0,0,1,0,0,0,0
851,Damianah Kieti,851,1,Associate Professor of Tourism,,0,0,1347,59,83,1,0,0,0,0,0,0,0,1
852,Ismail Kizilirmak,852,1,Istanbul University,,3,1,1345,107,162,1,0,0,0,0,0,0,0,0
853,Outi Niininen,853,1,Jyväskylä School of Business and Economics,,3,7,1342,82,96,1,1,0,0,0,0,0,0,0
854,Elisabeth Robinot,854,1,"ESG-UQAM, Montréal",,4,36,1340,170,175,1,0,0,0,0,0,0,0,0
855,Rinaldo Brau,855,1,"Professor of Public Economics, Department of Economics & Business; University of Cagliari; …",,1,0,1338,70,93,1,0,0,1,0,0,0,0,0
856,Bianca Biagi,856,1,"Associate Professor of Economics, University of Sassari-CRENoS; GSSI-L'Aquila; Italy",,4,1,1338,177,199,1,0,0,0,0,0,0,0,0
857,Chris Horbel,857,1,"Associate Professor, Norwegian School of Sport Sciences",,2,0,1335,149,218,1,0,0,0,0,0,0,0,1
858,Luis Rubio Andrada,858,1,Universidad Autónoma de Madrid,,6,9,1334,167,204,1,0,0,0,0,0,0,0,0
859,Helia Gonçalves Pereira,859,1,"Professor of Marketing, BRU-ISCTE Lisbon University Institute and Universidade Europeia",,0,0,1331,78,96,1,1,0,0,0,0,0,0,0
860,Monica Chien,860,1,University of Queensland,,3,8,1327,224,272,1,0,0,0,0,0,0,0,0
861,Jenny (Jiyeon) Lee,861,1,University of New South Wales,,2,0,1324,192,216,0,0,0,0,1,0,0,0,0
862,Nemanja Tomić,862,1,"Department of Geography, Tourism and Hotel Management; Faculty of Sciences; University …",,4,3,1322,139,294,1,0,0,0,0,0,0,0,0
863,Ali Bavik,863,1,Macao Institute for Tourism Studies,,4,2,1317,227,220,0,0,0,0,0,0,1,0,0
864,Russell Staiff,864,1,"Senior Lecturer, University of Western Sydney",,0,0,1316,70,97,1,0,0,0,0,0,0,0,0
865,Happy Marpaung,865,1,Sekolah Tinggi Pariwisata Bandung,,0,0,1314,99,151,1,0,0,0,0,0,0,0,0
866,João Romão,866,1,Yasuda Women's University,,2,3,1310,217,236,1,0,0,0,0,0,0,0,0
867,Marek Nowacki,867,1,Professor at WSB Merito University in Poznan,,5,4,1307,111,112,1,0,0,0,0,0,0,0,0
868,Mithat Zeki Dinçer,868,1,prof of economy and tourısm Istanbul Unıversity,,1,0,1303,124,207,1,0,0,1,0,0,0,0,0
869,Daniela Guitart,869,1,"PhD Candidate, Griffith University",,0,0,1302,105,185,1,0,0,0,0,0,0,0,1
870,Manuel Rodríguez Díaz,870,1,Universidad de Las Palmas de Gran Canaria,,1,0,1302,93,138,1,0,0,0,0,0,0,0,0
871,Hasso Spode,871,1,TU Berlin / Leibniz-Universität Hannover,,1,0,1300,32,63,1,0,0,0,0,0,0,0,0
872,Diana Gregory-Smith,872,1,"Professor of Marketing & Sustainability, Newcastle University",,2,0,1300,208,215,1,0,0,0,0,0,0,0,0
873,Kaye Walker,873,1,"Lecturer, Tourism & Hospitality Management, Southern Cross University",,0,0,1297,100,134,1,0,0,0,0,0,0,0,1
874,Qadar Bakhsh Baloch,874,1,"Director Institute of Business Studies & Leadership, Abdul Wali Khan University Mardan …",,2,63,1296,174,195,1,0,0,0,0,0,0,0,0
875,Mukhles M. Al-Ababneh,875,1,"Full Professor of Hospitality and Tourism Management, Al-Hussein Bin Talal University",,2,4,1295,260,318,1,0,1,0,0,0,0,0,0
876,Vanessa Gaffar,876,1,"Professor, Universitas Pendidikan Indonesia",,27,1,1295,253,286,1,1,0,0,0,0,0,0,0
877,ALESSANDRO De Nisco,877,1,Professor of Marketing and Management - Università degli Studi Internazionali di Roma,,2,1,1294,145,181,1,1,0,0,0,0,0,0,0
878,Rajendra Nargundkar,878,1,"Director, NMIMS Bangalore",,0,0,1291,61,87,1,0,0,0,0,0,0,0,0
879,Prof Abhishek Bhati,879,1,James Cook University,,10,19,1290,272,315,1,0,1,0,0,0,0,0,0
880,José M. Ramírez-Hurtado (ORCID: 0000-0002-2289-1874),880,1,"Profesor Titular (Associate Professor), Universidad Pablo de Olavide, Department of …",,3,8,1288,221,255,1,0,0,0,0,0,0,0,0
881,esther martinez-garcia,881,1,"Universitat de Girona, University of Girona, INSETUR, Dep. of Economics, LMRT",,0,0,1287,112,139,1,0,0,0,0,0,0,0,0
882,Jorge Costa,882,1,ipdt - Institute of Tourism,,2,1,1283,57,72,1,0,0,0,0,0,0,0,0
883,Thomas J. Iverson,883,1,"Professor, University of Guam, Retired",,0,0,1283,35,66,1,0,0,0,0,0,0,0,0
884,Waldemar Cudny,884,1,"Associate Professor at the University of Lodz, Poland.",,0,0,1280,117,187,1,0,0,0,0,0,0,0,0
885,Lajos Boros,885,1,University of Szeged,,0,0,1277,177,210,1,0,0,0,0,0,0,0,0
886,Dongoh Joo,886,1,Kyung Hee University,,5,34,1276,418,393,1,0,1,1,0,0,0,0,0
887,"Ruiying (Raine) Cai, PhD",887,1,"School of Hospitality Business Management, Carson College of Business, Washington State …",,3,1,1274,390,396,1,0,0,0,0,0,0,0,0
888,Siow-Kian Tan,888,1,Xiamen University Malaysia,,3,1,1269,197,241,1,0,1,0,0,0,0,0,0
889,Willem Coetzee,889,1,Western Sydney University,,7,10,1268,181,226,1,0,0,0,0,0,0,0,0
890,Aan Jaelani,890,1,"Professor of Islamic Economics, IAIN Syekh Nurjati Cirebon",,2,0,1267,173,294,1,0,0,1,0,0,0,0,0
891,"Christina T. Cavaliere, PhD",891,1,Colorado State University: Assistant Professor of Human Dimensions of Natural Resources,,6,22,1265,234,253,1,0,0,0,0,0,0,0,1
892,Alisha Ali,892,1,"Associate Professor, Sheffield Hallam University",,5,1,1264,206,246,1,0,0,0,0,0,0,0,1
893,Laura Fuentes-Moraleda (0000-0003-4612-8838) Associate Professor (tenured),893,1,"Rey Juan Carlos University, Madrid (Spain)",,2,12,1258,279,308,1,0,0,0,0,0,0,0,1
894,"Jiang, Min",894,1,The University of Melbourne,,5,9,1252,201,270,1,0,0,0,0,0,0,0,1
895,Germán Gémar Castillo,895,1,Profesor Titular Universidad. Universidad de Málaga. Organización de Empresas. Doctor en …,,3,1,1252,223,243,1,0,0,0,0,0,0,0,0
896,Ian D. Clark,896,1,"Professor of Tourism, Federation University Australia",,0,0,1252,49,70,1,0,1,0,0,0,0,0,0
897,Bart Neuts,897,1,"Postdoc, KU Leuven",,1,4,1249,161,181,1,0,0,1,0,0,0,0,0
898,Lluís Prats,898,1,Universitat de Girona / University of Girona / Universidad de Girona,,3,1,1245,152,201,1,0,0,0,0,0,0,0,0
899,Francisco Femenia-Serra,899,1,Complutense University of Madrid,,7,79,1245,321,415,1,0,0,0,0,0,0,0,1
900,Darko Dimitrovski,900,1,"Associate Professor, University of Kragujevac, Faculty of Hotel Management and Tourism",,4,9,1241,215,246,1,0,0,0,0,0,0,0,0
901,Lan Xue,901,1,"Associate professor, Fudan University",,1,0,1235,224,255,1,0,0,0,0,0,0,0,1
902,Salvatore Ammirato,902,1,University of Calabria,,8,28,1234,290,288,1,0,0,0,0,0,0,0,0
903,Senija Causevic,903,1,SOAS University of London,,0,0,1232,106,187,1,1,0,0,0,0,0,0,0
904,Dr. Ganghua Chen,904,1,"Associate Professor of the School of Tourism Management, Sun Yat-sen University",,2,0,1232,180,213,1,0,0,0,1,0,1,0,0
905,"Wilmer Carvache-Franco, Ph.D.",905,1,Escuela Superior Politécnica del Litoral,,15,32,1231,336,376,1,0,0,0,0,0,0,0,0
906,Andy DRUMM,906,1,Drumm Consulting,,0,0,1230,43,62,1,0,0,0,0,0,0,0,1
907,Radu-Daniel Pintilii,907,1,"Conf. univ. dr. habil., Universitatea din București",,2,3,1228,88,145,1,0,0,0,0,0,0,0,0
